,id,player_name,position,games,season,team,goals,shots,xG,assists,xA,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
456,484,Divock Origi,Sub,3,2021,Liverpool,2,5,0.797816552221775,0,0,0,0,0,2,0.797816552221775,0.859704926609993,0.06188836693763733
457,484,Divock Origi,Sub,9,2020,Liverpool,0,7,1.0811212956905365,0,0.1400348860770464,2,0,0,0,1.0811212956905365,1.4969345815479755,0.7823662180453539
458,484,Divock Origi,FWL,28,2019,Liverpool,4,14,2.0965603087097406,1,0.8253554403781891,8,1,0,4,2.0965603087097406,3.5364457424730062,0.8342474475502968
459,484,Divock Origi,Sub,12,2018,Liverpool,3,13,2.2430995739996433,1,0.18801140412688255,3,0,0,3,2.2430995739996433,1.4092786479741335,0.6994131207466125
460,484,Divock Origi,FW,31,2017,Wolfsburg,6,61,6.295475535094738,2,1.0788953360170126,11,2,0,6,6.295475535094738,8.40550378523767,1.7976331785321236
461,484,Divock Origi,Sub,1,2017,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
462,484,Divock Origi,Sub,34,2016,Liverpool,7,37,5.523564676754177,3,1.602315817028284,16,0,0,7,5.523564676754177,7.650571350008249,1.9656787533313036
463,484,Divock Origi,Sub,16,2015,Liverpool,5,24,3.3548493534326553,1,0.5015551578253508,9,0,0,5,3.3548493534326553,3.105510575696826,0.2603827342391014
464,484,Divock Origi,FW,33,2014,Lille,8,52,9.901630645617843,3,3.5014943163841963,23,0,0,6,6.861250160261989,10.662330508232117,2.229855346493423
465,558,Jesse Lingard,Sub,9,2021,Manchester United,2,4,0.5119635220617056,0,0.0710409414023161,2,0,0,2,0.5119635220617056,0.6898438557982445,0.13382072001695633
466,558,Jesse Lingard,AMC,16,2020,West Ham,9,42,5.249168518930674,4,2.329288413748145,18,3,0,8,3.726830892264843,10.095708649605513,5.690425142645836
467,558,Jesse Lingard,AMR,22,2019,Manchester United,1,22,2.3275695517659187,0,1.1104203211143613,20,3,0,1,2.3275695517659187,7.1628105491399765,3.927907875739038
468,558,Jesse Lingard,Sub,27,2018,Manchester United,4,32,4.844160245731473,2,3.1564249978400767,17,3,0,3,4.082991348579526,10.800287239719182,5.214572966098785
469,558,Jesse Lingard,Sub,33,2017,Manchester United,8,56,8.048349030315876,5,3.5819818507879972,26,2,0,8,8.048349030315876,13.909841664135456,5.560849579051137
470,558,Jesse Lingard,FWR,25,2016,Manchester United,1,37,3.7576623912900686,2,2.1995952585712075,29,3,0,1,3.7576623912900686,10.83865980990231,5.957884820178151
471,558,Jesse Lingard,MR,25,2015,Manchester United,4,31,3.2912293560802937,1,1.287450259551406,14,4,0,4,3.2912293560802937,7.917209530249238,4.496428919956088
472,558,Jesse Lingard,MR,1,2014,Manchester United,0,0,0,0,0,0,0,0,0,0,0.01874101348221302,0.01874101348221302
473,605,Jordan Henderson,MC,20,2021,Liverpool,2,22,1.071147022768855,3,2.766114953905344,24,2,0,2,1.071147022768855,11.563759129494429,8.403555635362864
474,605,Jordan Henderson,MC,21,2020,Liverpool,1,14,1.1357975732535124,1,1.483708567917347,14,0,0,1,1.1357975732535124,11.4943608045578,10.461347930133343
475,605,Jordan Henderson,MC,30,2019,Liverpool,4,20,1.1846888158470392,5,4.108062040060759,27,2,0,4,1.1846888158470392,15.858563289046288,12.152118895202875
476,605,Jordan Henderson,Sub,32,2018,Liverpool,1,16,1.513163773342967,3,1.6871283408254385,15,1,1,1,1.513163773342967,14.520353047177196,11.57944836653769
477,605,Jordan Henderson,MC,27,2017,Liverpool,1,15,1.13743712939322,1,1.9537714580073953,25,1,0,1,1.13743712939322,12.625803153961897,10.510953951627016
478,605,Jordan Henderson,MC,24,2016,Liverpool,1,17,0.7973983138799667,4,2.5793104618787766,32,8,0,1,0.7973983138799667,12.20927556231618,10.577188115566969
479,605,Jordan Henderson,DMC,17,2015,Liverpool,2,26,1.5272890776395798,3,1.300454712472856,18,1,0,2,1.5272890776395798,5.802723430097103,4.53357514180243
480,605,Jordan Henderson,AMR,37,2014,Liverpool,6,50,4.294427355751395,9,6.793562995269895,67,6,0,5,3.533258492127061,16.310876918956637,8.795097372494638
481,620,Kelechi Iheanacho,Sub,14,2021,Leicester,2,15,2.008420269936323,4,2.1163385026156902,11,0,0,2,2.008420269936323,5.085203098133206,1.3089868687093258
482,620,Kelechi Iheanacho,Sub,25,2020,Leicester,12,59,9.048596148379147,2,3.534099193289876,28,1,0,12,8.287427310831845,13.961563635617495,3.4299153089523315
483,620,Kelechi Iheanacho,Sub,20,2019,Leicester,5,36,5.901271570473909,3,2.588645750656724,15,1,0,5,5.901271570473909,8.9800880625844,1.3327805418521166
484,620,Kelechi Iheanacho,FW,30,2018,Leicester,1,18,2.5798534471541643,3,1.3410559296607971,13,2,0,1,2.5798534471541643,5.289881035685539,1.9898731801658869
485,620,Kelechi Iheanacho,Sub,21,2017,Leicester,3,29,4.825845109298825,3,2.0846437010914087,11,2,0,3,4.825845109298825,5.066860610619187,0.6976034194231033
486,620,Kelechi Iheanacho,Sub,20,2016,Manchester City,4,22,4.739897482097149,3,2.534390851855278,13,0,0,4,4.739897482097149,7.5445237793028355,2.4924785047769547
487,620,Kelechi Iheanacho,FW,26,2015,Manchester City,8,28,4.937834335491061,1,1.585575483739376,14,1,0,8,4.937834335491061,6.36071580927819,1.1206866605207324
488,675,Jack Grealish,MC,16,2021,Manchester City,2,30,4.593889966607094,2,2.860423964448273,34,1,0,2,4.593889966607094,12.502374656498432,6.407995983958244
489,675,Jack Grealish,FWL,26,2020,Aston Villa,6,50,5.192683823406696,10,9.334136627614498,81,5,0,6,5.192683823406696,17.48746880888939,6.972043983638287
490,675,Jack Grealish,MC,36,2019,Aston Villa,8,73,6.844703698530793,6,7.637995328754187,92,8,0,8,6.08353484608233,18.373641669750214,9.304536566138268
491,675,Jack Grealish,Sub,16,2015,Aston Villa,1,16,0.5990190263837576,0,0.6424273028969765,12,1,0,1,0.5990190263837576,2.6512194853276014,1.9942101500928402
492,675,Jack Grealish,Sub,17,2014,Aston Villa,0,13,1.0659914072602987,1,2.2867204509675503,18,0,0,0,1.0659914072602987,3.6018656194210052,1.9990397356450558
493,751,N&#039;Golo Kanté,Sub,15,2021,Chelsea,2,9,0.8690819460898638,2,1.0380684090778232,8,1,0,2,0.8690819460898638,5.678227636963129,3.8342396654188633
494,751,N&#039;Golo Kanté,DMC,30,2020,Chelsea,0,10,0.7004624530673027,2,1.206712644547224,22,7,0,0,0.7004624530673027,10.102666012942791,8.441409684717655
495,751,N&#039;Golo Kanté,Sub,22,2019,Chelsea,3,18,1.5439129555597901,0,1.5202719774097204,27,4,0,3,1.5439129555597901,7.209238461218774,4.837984517216682
496,751,N&#039;Golo Kanté,MC,36,2018,Chelsea,4,29,3.033728029578924,4,3.73298922739923,46,3,0,4,3.033728029578924,17.044977441430092,12.484974737279117
497,751,N&#039;Golo Kanté,MC,34,2017,Chelsea,1,25,0.7318646777421236,1,3.633254112675786,41,3,0,1,0.7318646777421236,15.902161680161953,13.823775067925453
498,751,N&#039;Golo Kanté,DMC,35,2016,Chelsea,1,27,2.168147101998329,1,1.8752302378416061,22,9,0,1,2.168147101998329,14.049372389912605,11.896487094461918
499,751,N&#039;Golo Kanté,Sub,37,2015,Leicester,1,21,0.5621249498799443,4,2.727957082912326,30,3,0,1,0.5621249498799443,11.133840311318636,8.644293965771794
500,751,N&#039;Golo Kanté,MC,37,2014,Caen,2,35,1.5944024007767439,5,2.4953295765444636,45,4,1,2,1.5944024007767439,8.968394459225237,5.657305546104908
501,757,Jeffrey Schlupp,ML,17,2021,Crystal Palace,2,18,1.4894531276077032,1,1.349190179258585,8,1,0,2,1.4894531276077032,4.615037191659212,2.1429560780525208
502,757,Jeffrey Schlupp,ML,27,2020,Crystal Palace,2,18,2.0151155441999435,3,2.5725825037807226,18,3,0,2,2.0151155441999435,5.158029245212674,3.4669567365199327
503,757,Jeffrey Schlupp,Sub,17,2019,Crystal Palace,3,18,2.1849748892709613,1,0.9487967370077968,7,2,0,3,2.1849748892709613,3.2428497234359384,1.12852843105793
504,757,Jeffrey Schlupp,ML,30,2018,Crystal Palace,4,28,3.30349394492805,1,1.4070401089265943,16,1,0,4,3.30349394492805,7.353200105950236,3.319331794977188
505,757,Jeffrey Schlupp,Sub,24,2017,Crystal Palace,0,15,1.0350673170760274,1,1.1780927069485188,12,3,0,0,1.0350673170760274,2.7598762838169932,1.4783180011436343
506,757,Jeffrey Schlupp,DL,15,2016,Crystal Palace,0,3,0.10368930175900459,0,0.29367003589868546,4,0,0,0,0.10368930175900459,2.509133718907833,2.3816071804612875
507,757,Jeffrey Schlupp,Sub,4,2016,Leicester,0,0,0,0,0.10059553384780884,2,0,0,0,0,0.25282508693635464,0.2445927243679762
508,757,Jeffrey Schlupp,DL,24,2015,Leicester,1,26,1.9894150979816914,2,2.208457412198186,17,4,0,1,1.9894150979816914,5.975842263549566,2.508393954485655
509,757,Jeffrey Schlupp,Sub,32,2014,Leicester,3,40,2.299106224440038,2,1.5454933568835258,23,4,0,3,2.299106224440038,7.155159743502736,3.824514277279377
510,769,Jonjo Shelvey,MC,13,2021,Newcastle United,2,18,0.4515645280480385,0,0.3934127576649189,11,3,1,2,0.4515645280480385,1.7224387405440211,1.222066699527204
511,769,Jonjo Shelvey,MC,30,2020,Newcastle United,1,42,2.452838398516178,3,2.62552472576499,37,7,0,1,2.452838398516178,9.463527981191874,7.525889337062836
512,769,Jonjo Shelvey,MC,26,2019,Newcastle United,6,45,2.2422137800604105,2,4.1416122782975435,44,3,0,6,2.2422137800604105,7.4871279345825315,4.892644166946411
513,769,Jonjo Shelvey,MC,16,2018,Newcastle United,1,23,0.7167939725331962,1,1.857972823549062,25,1,0,1,0.7167939725331962,3.2687313170172274,1.9959062775596976
514,769,Jonjo Shelvey,DMC,30,2017,Newcastle United,1,42,2.1764802299439907,3,2.6017928682267666,41,2,2,1,2.1764802299439907,7.696285851299763,4.693056767806411
515,769,Jonjo Shelvey,DMC,16,2015,Swansea,1,34,1.7600625231862068,2,3.1401877906173468,24,5,0,0,0.998893678188324,5.929803267121315,3.687033866532147
516,769,Jonjo Shelvey,Sub,15,2015,Newcastle United,0,22,0.7806664481759071,3,1.248842948116362,19,3,0,0,0.7806664481759071,5.010282203555107,3.5732630640268326
517,769,Jonjo Shelvey,DMC,31,2014,Swansea,3,62,4.547879750840366,5,2.943916641175747,30,8,1,2,3.7867109132930636,11.989973668009043,7.097531778737903
518,822,Patrick Bamford,FW,6,2021,Leeds,2,16,2.418504185974598,2,0.39914455357939005,3,2,0,2,2.418504185974598,2.5039670076221228,0.4154012054204941
519,822,Patrick Bamford,FW,38,2020,Leeds,17,107,18.401862610131502,7,3.7822465524077415,30,3,0,15,16.87952494621277,23.394952706992626,4.131795546039939
520,822,Patrick Bamford,FWR,8,2016,Middlesbrough,1,6,1.1101989448070526,0,0.0881611779332161,1,1,0,1,1.1101989448070526,1.3680601716041565,0.7465716600418091
521,822,Patrick Bamford,Sub,6,2016,Burnley,0,1,0.03301060199737549,0,0,0,0,0,0,0.03301060199737549,0.09193888679146767,0.09193888679146767
522,822,Patrick Bamford,Sub,7,2015,Norwich,0,7,0.473611019551754,0,0.1251395046710968,2,0,0,0,0.473611019551754,0.9912715367972851,0.5342335291206837
523,822,Patrick Bamford,Sub,6,2015,Crystal Palace,0,3,0.4642856493592262,0,0.13822934590280056,2,0,0,0,0.4642856493592262,0.5900927074253559,0.20619479101151228
524,833,Virgil van Dijk,DC,20,2021,Liverpool,2,21,1.2472802754491568,1,0.851976003497839,6,2,0,2,1.2472802754491568,11.611205499619246,11.599255170673132
525,833,Virgil van Dijk,DC,5,2020,Liverpool,1,4,0.5533826053142548,0,0,0,1,0,1,0.5533826053142548,1.409594252705574,1.2884346395730972
526,833,Virgil van Dijk,DC,38,2019,Liverpool,5,31,2.9578161910176277,1,1.1334363408386707,7,1,0,5,2.9578161910176277,15.309704806655645,14.673714911565185
527,833,Virgil van Dijk,DC,38,2018,Liverpool,4,31,3.5105454893782735,2,1.2659120308235288,7,1,0,4,3.5105454893782735,17.472352009266615,16.656997345387936
528,833,Virgil van Dijk,DC,14,2017,Liverpool,0,16,1.1263913810253143,0,0.8506510462611914,5,1,0,0,1.1263913810253143,6.3666173573583364,6.070441005751491
529,833,Virgil van Dijk,Sub,12,2017,Southampton,0,11,0.8181620026007295,0,1.471437692642212,3,0,0,0,0.8181620026007295,2.2409721203148365,2.1491884253919125
530,833,Virgil van Dijk,DC,21,2016,Southampton,1,17,1.3659983724355698,0,0.47590683959424496,6,3,1,1,1.3659983724355698,4.357285778969526,4.199440244585276
531,833,Virgil van Dijk,DC,34,2015,Southampton,3,29,3.299716655164957,0,1.3406091406941414,9,2,0,3,3.299716655164957,5.70062496419996,5.4218559535220265
532,966,Alex Oxlade-Chamberlain,MC,16,2021,Liverpool,2,18,1.0397247821092606,1,1.2662947922945023,10,0,0,2,1.0397247821092606,5.0973094291985035,3.11990506015718
533,966,Alex Oxlade-Chamberlain,Sub,13,2020,Liverpool,1,8,0.3006509616971016,1,0.30177750438451767,2,0,0,1,0.3006509616971016,0.9986630138009787,0.7666849214583635
534,966,Alex Oxlade-Chamberlain,MC,30,2019,Liverpool,4,40,2.5044675059616566,1,0.9436887409538031,17,1,0,4,2.5044675059616566,5.693251250311732,2.648965669795871
535,966,Alex Oxlade-Chamberlain,Sub,2,2018,Liverpool,0,1,0.4664706289768219,0,0.11588068306446075,1,0,0,0,0.4664706289768219,1.3726168870925903,1.2567362785339355
536,966,Alex Oxlade-Chamberlain,Sub,32,2017,Liverpool,3,38,2.4027799172326922,7,4.404189396649599,33,3,0,3,2.4027799172326922,10.88707609847188,5.457234360277653
537,966,Alex Oxlade-Chamberlain,DML,3,2017,Arsenal,0,9,0.1968410648405552,0,0.5609824247658253,5,0,0,0,0.1968410648405552,0.9969379305839539,0.7953577935695648
538,966,Alex Oxlade-Chamberlain,Sub,29,2016,Arsenal,2,28,2.4400893468409777,7,4.469724326394498,32,1,0,2,2.4400893468409777,10.298069963231683,5.440286720171571
539,966,Alex Oxlade-Chamberlain,AMR,22,2015,Arsenal,1,23,1.503473799675703,0,1.8971560969948769,19,0,0,1,1.503473799675703,6.139449205249548,3.6015801299363375
540,966,Alex Oxlade-Chamberlain,Sub,23,2014,Arsenal,1,32,2.8491112738847733,1,3.6900964844971895,35,4,0,1,2.8491112738847733,9.594998601824045,4.923703037202358
541,1078,Sergi Canos,DMR,22,2021,Brentford,2,26,2.6200957000255585,2,1.4822645522654057,11,5,0,2,2.6200957000255585,4.685471273958683,1.4662746712565422
542,1078,Sergi Canos,Sub,1,2015,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
543,1654,Ben Mee,DC,14,2021,Burnley,2,13,2.148040059953928,0,0.1013620775192976,3,3,0,2,2.148040059953928,1.4382973778992891,1.349588860757649
544,1654,Ben Mee,DC,30,2020,Burnley,2,22,1.6194155449047685,0,0.8052035262808204,7,3,0,2,1.6194155449047685,2.1182815926149487,2.01590633392334
545,1654,Ben Mee,DC,32,2019,Burnley,1,17,1.3048196090385318,1,1.7796144168823957,9,7,0,1,1.3048196090385318,1.8804771974682808,1.7440897338092327
546,1654,Ben Mee,DC,38,2018,Burnley,0,21,1.1468779053539038,2,1.5216835364699364,8,9,0,0,1.1468779053539038,3.2569785080850124,3.239907618612051
547,1654,Ben Mee,DC,29,2017,Burnley,0,24,1.6628442937508225,0,0.22650478966534138,6,5,0,0,1.6628442937508225,2.095719510689378,2.0404646638780832
548,1654,Ben Mee,DC,34,2016,Burnley,1,16,0.8950445801019669,0,0.2317345542833209,6,5,0,1,0.8950445801019669,2.826729361899197,2.7720459830015898
549,1654,Ben Mee,DL,33,2014,Burnley,2,20,1.930388872511685,1,0.867081786505878,17,10,0,2,1.930388872511685,4.240652431733906,3.4609045814722776
550,1726,Abdoulaye Doucouré,DMC,16,2021,Everton,2,24,1.7508166581392288,4,1.642215533182025,11,4,0,2,1.7508166581392288,5.766390120610595,2.701786307618022
551,1726,Abdoulaye Doucouré,MC,29,2020,Everton,2,18,2.3695230297744274,3,2.388998984824866,21,6,0,2,2.3695230297744274,10.453207712620497,6.824092600494623
552,1726,Abdoulaye Doucouré,DMC,37,2019,Watford,4,61,5.280909616500139,2,4.084617623127997,38,8,0,4,5.280909616500139,13.540454076603055,7.193617694079876
553,1726,Abdoulaye Doucouré,DMC,35,2018,Watford,5,51,6.849441897124052,6,5.389012933708727,38,7,0,5,6.849441897124052,16.311387384310365,6.46834053657949
554,1726,Abdoulaye Doucouré,MC,37,2017,Watford,7,46,3.1060853991657495,3,2.393647343851626,40,10,0,7,3.1060853991657495,11.492404110729694,7.35497585311532
555,1726,Abdoulaye Doucouré,DMC,20,2016,Watford,1,22,1.881612477824092,0,0.42133190482854843,11,4,0,1,1.881612477824092,3.585863041691482,2.149329583160579
556,1726,Abdoulaye Doucouré,Sub,15,2015,Granada,0,10,0.8099766094237566,2,1.028570506721735,11,5,0,0,0.8099766094237566,4.118461512029171,3.13988770917058
557,1726,Abdoulaye Doucouré,MR,16,2015,Rennes,2,20,2.0649067368358374,2,1.5075339954346418,20,1,0,2,2.0649067368358374,5.152900094166398,2.893328471109271
558,1726,Abdoulaye Doucouré,AMC,35,2014,Rennes,3,54,6.845866682007909,5,3.6466212337836623,44,5,0,3,6.845866682007909,13.726928524672985,5.382767952978611
559,1791,Trent Alexander-Arnold,DR,20,2021,Liverpool,2,34,1.5154880434274673,10,8.76672484818846,58,1,0,2,1.5154880434274673,14.924764558672905,8.115422129631042
560,1791,Trent Alexander-Arnold,DR,36,2020,Liverpool,2,55,2.5930596301332116,7,8.576367635279894,77,2,0,2,2.5930596301332116,23.10788096860051,17.6489075710997
561,1791,Trent Alexander-Arnold,DR,38,2019,Liverpool,4,45,3.0844607949256897,13,11.166966449469328,86,5,0,4,3.0844607949256897,20.63668834604323,13.597049359232187
