,id,player_name,position,games,season,team,goals,shots,xG,assists,xA,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
21,453,Son Heung-Min,FW,17,2021,Tottenham,8,44,6.958429858088493,3,3.3822450675070286,33,0,0,8,6.958429858088493,11.58835968375206,3.5982557721436024
22,453,Son Heung-Min,AML,37,2020,Tottenham,17,68,11.023286756128073,10,9.512992469593883,75,0,0,16,10.26211790367961,20.6719155497849,6.608751138672233
23,453,Son Heung-Min,AML,30,2019,Tottenham,11,81,9.70170486625284,10,6.721727088093758,41,0,2,11,8.940535909496248,18.800011694431305,6.514012955129147
24,453,Son Heung-Min,Sub,31,2018,Tottenham,12,74,8.36306463368237,6,3.9653114024549723,33,2,1,12,8.36306463368237,16.200825087726116,6.02678457647562
25,453,Son Heung-Min,Sub,37,2017,Tottenham,12,75,11.021603035740554,6,6.592509059235454,38,0,0,12,11.021603035740554,22.61797249224037,6.259736826643348
26,453,Son Heung-Min,AML,34,2016,Tottenham,14,80,7.7653309646993876,6,4.6964171743020415,43,2,0,14,7.7653309646993876,14.948595624417067,4.281621094793081
27,453,Son Heung-Min,AML,28,2015,Tottenham,4,38,4.179750610142946,1,0.770701140165329,18,0,0,4,4.179750610142946,7.979228865355253,4.4505293015390635
28,453,Son Heung-Min,AML,1,2015,Bayer Leverkusen,0,2,0.41615670919418335,0,0,0,0,0,0,0.41615670919418335,0.5188344717025757,0.5188344717025757
29,453,Son Heung-Min,AML,30,2014,Bayer Leverkusen,11,63,5.336322076618671,2,2.734232461079955,39,4,0,11,5.336322076618671,10.994488790631294,5.067231614142656
30,531,Michail Antonio,FW,22,2021,West Ham,8,57,9.544685870409012,6,4.611624114215374,36,4,1,8,8.783516973257065,16.199459329247475,6.068427070975304
31,531,Michail Antonio,FW,26,2020,West Ham,10,63,14.138838540762663,5,3.1944228131324053,27,3,0,10,14.138838540762663,19.273825880140066,2.7705206014215946
32,531,Michail Antonio,AML,24,2019,West Ham,10,68,13.249549170956016,3,3.9214953761547804,26,3,0,9,12.488380333408713,13.959707390516996,2.270155580714345
33,531,Michail Antonio,AMR,33,2018,West Ham,6,65,6.066020864993334,4,4.029214847832918,23,3,0,6,6.066020864993334,11.179384602233768,3.387628575786948
34,531,Michail Antonio,AMR,21,2017,West Ham,3,34,2.0091192554682493,1,0.9207208165898919,14,1,0,3,2.0091192554682493,3.456526911817491,1.1478512324392796
35,531,Michail Antonio,DR,29,2016,West Ham,9,77,9.790298977866769,3,3.3898435942828655,31,4,1,9,9.790298977866769,13.22930390201509,3.0400038193911314
36,531,Michail Antonio,MR,26,2015,West Ham,8,54,5.896231018938124,3,2.8487461023032665,24,3,0,8,5.896231018938124,10.222167086787522,4.37821155693382
37,838,Sadio Mané,FWL,20,2021,Liverpool,8,61,10.503094624727964,1,3.385883605107665,20,2,0,8,10.503094624727964,18.285370528697968,7.227718977257609
38,838,Sadio Mané,FWL,35,2020,Liverpool,11,94,14.828547755256295,7,7.787754854187369,61,3,0,11,14.828547755256295,24.99892319738865,6.057656282559037
39,838,Sadio Mané,Sub,35,2019,Liverpool,18,77,14.577482901513577,7,7.235693477094173,59,3,0,18,14.577482901513577,25.073205202817917,6.767014004290104
40,838,Sadio Mané,FWL,36,2018,Liverpool,22,87,16.762808084487915,1,5.123734523542225,45,2,0,22,16.762808084487915,28.40134635940194,8.485077820718288
41,838,Sadio Mané,FWL,29,2017,Liverpool,10,70,11.518153592944145,7,5.250221345573664,49,3,1,10,11.518153592944145,21.158787678927183,6.351253589615226
42,838,Sadio Mané,FWR,27,2016,Liverpool,13,57,9.480921443551779,5,4.445210799574852,43,4,0,13,9.480921443551779,20.18912971019745,9.525848926976323
43,838,Sadio Mané,AMC,37,2015,Southampton,11,86,12.514566510915756,6,5.139248859137297,41,4,2,11,11.753397673368454,17.627265740185976,5.373993405140936
44,838,Sadio Mané,FWL,30,2014,Southampton,10,60,8.553969949483871,3,3.982477756217122,40,5,0,10,8.553969949483871,14.567276332527399,4.032990455627441
45,2371,Cristiano Ronaldo,FW,18,2021,Manchester United,8,63,10.273448452353477,3,1.7617013975977898,14,4,0,6,8.751110836863518,13.692185863852501,4.691224986687303
46,2371,Cristiano Ronaldo,Sub,1,2021,Juventus,0,1,0.20496894419193268,0,0.03537696972489357,1,1,0,0,0.20496894419193268,0.051310088485479355,0.015933118760585785
